"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4520995";"";"None";"374.20";"0";"3.42";"52";"O=[N+]([O-])c1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1";"IC50";"'='";"0.12";"nM";"9.92";"";"";"UO_0000065";"26.51";"0.59";"6.50";"12.87";"0";"CHEMBL4398435";"Inhibition of human placental microsome aromatase using [1beta,2beta3H]androstenedione as substrate by liquid scintillation counting method";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396892";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";""
"CHEMBL368305";"";"None";"221.30";"0";"3.88";"23a";"Cc1cccc2c1CC/C2=C\c1cccnc1";"IC50";"'='";"4720.0";"nM";"5.33";"";"";"UO_0000065";"24.07";"0.43";"1.45";"41.32";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL175962";"";"None";"207.28";"0";"3.57";"2a";"C(=C1\CCc2ccccc21)\c1ccncc1";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"24.96";"0.44";"1.60";"40.14";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL2058268";"";"None";"288.43";"0";"3.98";"17";"C[C@]12C[C@H]3O[C@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"1150.0";"nM";"5.94";"";"";"UO_0000065";"20.59";"0.39";"1.96";"20.07";"0";"CHEMBL2061394";"Inhibition of aromatase in human placental microsomes using [1beta-3H]androstenedione as substrate after 15 mins by liquid scintillation counting";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsomes";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057175";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL29230";"";"None";"274.36";"0";"2.38";"10";"CC(C)CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"Relative potency";"'='";"93.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL765529";"Potency for human placental aromatase relative to aminoglutethimide";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123329";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";""
"CHEMBL1077603";"";"None";"288.43";"0";"3.88";"1";"C[C@]12CC[C@H](O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"24.27";"0.46";"3.12";"18.77";"0";"CHEMBL2061396";"Inhibition of aromatase in human microsomes using [1beta-3H]androstenedione as substrate after 5 mins by Dixon plot analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057175";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL2163646";"";"None";"359.43";"0";"3.36";"11";"COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1";"IC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"20.50";"0.37";"4.01";"15.55";"0";"CHEMBL2169291";"Inhibition of human placental CYP19 using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163333";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL2163641";"";"None";"265.32";"0";"2.24";"6";"C=C(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1";"IC50";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"29.28";"0.53";"5.53";"20.38";"0";"CHEMBL2169291";"Inhibition of human placental CYP19 using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163333";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL197899";"";"None";"206.25";"0";"3.30";"20";"c1cncc(-c2ccc3ccccc3n2)c1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL880435";"Inhibitory concentration against human placental cytochrome P450 19A1 using [1-beta-3H]-androstenedione as substrate; not determined";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141125";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL4590541";"";"None";"574.32";"1";"4.17";"16";"O=S(=O)(NCc1cccc(CNS(=O)(=O)c2ccc(Br)cc2)c1)c1ccc(Br)cc1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"12.57";"0.33";"3.05";"7.82";"0";"CHEMBL4362640";"Inhibition of recombinant human aromatase expressed in baculovirus infected insect cells using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH generating system by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4359882";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL4531367";"";"None";"476.58";"0";"2.66";"12";"COc1ccc(S(=O)(=O)NCc2cccc(CNS(=O)(=O)c3ccc(OC)cc3)c2)cc1";"pIC50";"'='";"-1.064";"";"";"Potential author error";"";"";"";"";"";"";"0";"CHEMBL4362640";"Inhibition of recombinant human aromatase expressed in baculovirus infected insect cells using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH generating system by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4359882";"1";"Scientific Literature";"Bioorg Med Chem";"2019";"None";"";"";""
"CHEMBL2113619";"";"None";"357.52";"0";"4.67";"17";"C[C@]12CCC(=O)C(SCC#N)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"IC50";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"15.19";"0.30";"0.76";"9.38";"0";"CHEMBL664247";"Inhibition of Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125454";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";""
"CHEMBL1200374";"EXEMESTANE";"4.0";"296.41";"0";"4.03";"Exemestane";"C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12";"IC50";"'='";"42.5";"nM";"7.37";"";"";"UO_0000065";"24.87";"0.46";"3.34";"21.59";"0";"CHEMBL4022281";"Inhibition of CYP19 in human placental microsome using [1beta-3H]-androstenedione as substrate after 15 mins in presence of NADPH by liquid scintillation counter method";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3987910";"Placenta";"None";"Microsome";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4020780";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";""
"CHEMBL29482";"";"None";"284.32";"0";"3.26";"26";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2ccnc2)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"29.54";"0.52";"5.14";"12.84";"0";"CHEMBL1828368";"Inhibition of aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate after 30 mins by fluorescence-based colorimetric analysis";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821589";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";""
"CHEMBL1629800";"";"None";"272.43";"0";"4.76";"4";"C[C@]12CCC=C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Inhibition";"'='";"56.9";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3804712";"Inhibition of human placental aromatase expressed in human MCF7 cells using [1beta-3H]-androstenedione as substrate assessed as tritiated H2O release at 10 uM after 1 hr by liquid scintillation counting method in presence of progesterone relative to control";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797024";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3308403";"";"";""
"CHEMBL2443359";"";"None";"297.33";"0";"2.93";"25a";"O[C@@H](c1ccc(F)cc1)[C@H](Cn1ccnn1)c1ccccc1";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"22.53";"0.42";"3.77";"13.15";"0";"CHEMBL2447322";"Inhibition of recombinant human aromatase using O-dibenzylfluorescein benzyl ester as substrate by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL1765227";"";"None";"356.43";"0";"4.26";"26";"COc1cccc(-c2cncc(-c3cc4c5c(c3)CCN5C(=O)CC4)c2)c1";"Inhibition";"'<'";"5.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1768622";"Inhibition of human placental CYP19 using [1beta-3H]androstenedione substrate at 500 uM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765045";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL4173941";"";"None";"764.93";"2";"6.59";"28";"COc1ccc(S(=O)(=O)NCCc2c(C(c3ccc(O)cc3)c3[nH]c4ccccc4c3CCNS(=O)(=O)c3ccc(OC)cc3)[nH]c3ccccc23)cc1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"8.05";"0.16";"-0.44";"3.79";"0";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL4162907";"";"None";"845.87";"2";"9.75";"39";"O=S(=O)(NCCc1c(C(c2ccc3c(c2)Cc2ccccc2-3)c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(Cl)cc2)[nH]c2ccccc12)c1ccc(Cl)cc1";"IC50";"'='";"8800.0";"nM";"5.06";"";"";"UO_0000065";"5.98";"0.12";"-4.69";"4.08";"0";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL4159550";"";"None";"789.94";"2";"5.99";"41";"COc1ccc(S(=O)(=O)NCCc2c(C3(c4[nH]c5ccccc5c4CCNS(=O)(=O)c4ccc(OC)cc4)C(=O)Nc4ccccc43)[nH]c3ccccc23)cc1";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"7.03";"0.14";"-0.44";"3.24";"0";"CHEMBL4142230";"Inhibition of aromatase (unknown origin) using O-benzyl fluorescein benzyl ester as substrate in presence of NADPH-generating system by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4138181";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";""
"CHEMBL166789";"";"None";"221.30";"0";"3.53";"19";"c1ccc(C2C3CCc4ccccc4C32)nc1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL661699";"In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL488";"AMINOGLUTETHIMIDE";"4.0";"232.28";"0";"1.35";"2";"CCC1(c2ccc(N)cc2)CCC(=O)NC1=O";"Ki";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"24.73";"0.46";"4.39";"7.96";"0";"CHEMBL660320";"Inhibition of human placental cytochrome P450 19A1 with androstenedione";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";""
"CHEMBL3349659";"";"None";"392.58";"1";"5.74";"8";"C[C@]12CC[C@H]3[C@@H]([C@H](CCc4ccccc4)CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O";"Inhibition";"'='";"56.67";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL661759";"Inhibition of human placental Cytochrome P450 19A1 at 250 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128481";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL288712";"";"None";"260.34";"0";"2.34";"9";"CCCCCC1(c2ccncc2)CCC(=O)NC1=O";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"21.52";"0.40";"3.26";"9.49";"0";"CHEMBL666799";"Inhibitory activity against human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123885";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";""
"CHEMBL98463";"";"None";"376.54";"1";"5.56";"2";"CC12CCC3C(C1CCC2=O)[C@H](Cc1ccccc1)CC1=CC(=O)CCC13C";"Ratio";"'='";"1.55";"";"";"";"";"";"";"";"";"";"0";"CHEMBL847731";"Ratio of Km/Ki for human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128481";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL3349657";"";"None";"404.59";"1";"6.34";"4";"C[C@]12CCC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ki";"'='";"16.5";"nM";"7.78";"";"";"UO_0000065";"19.24";"0.35";"1.44";"22.80";"0";"CHEMBL662244";"Apparent binding affinity for human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128481";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL1629805";"";"None";"288.43";"0";"3.88";"3";"C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O";"Ki";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"28.56";"0.54";"4.36";"22.08";"0";"CHEMBL660323";"Apparent inhibition constant for aromatase inhibition, was obtained by Dixon plot";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134295";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL424960";"";"None";"225.27";"0";"3.71";"29";"Fc1ccc2c(c1)CC/C2=C\c1ccncc1";"IC50";"'='";"1548816.62";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL363849";"";"None";"275.33";"0";"4.86";"47";"Fc1ccc2c(c1)CC/C2=C/c1cccc2cnccc12";"IC50";"'='";"1940885.88";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL194928";"";"None";"255.32";"0";"4.65";"48";"C(=C1c2ccccc2-c2ccccc21)c1cccnc1";"IC50";"'='";"4808393.48";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL373074";"";"None";"221.30";"0";"4.13";"51";"CC1C/C(=C/c2cccnc2)c2ccccc21";"IC50";"'='";"2798981.32";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL192155";"";"None";"243.33";"0";"3.64";"43";"COc1ccc2c(c1)CC/C2=C\c1cncs1";"IC50";"'='";"4330.0";"nM";"5.36";"";"";"UO_0000065";"22.04";"0.43";"1.72";"24.25";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL366669";"";"None";"281.36";"0";"3.98";"15";"COc1cc2c(cc1OC)/C(=C/c1cccnc1)CCC2";"IC50";"'='";"979489.99";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL366490";"";"None";"225.27";"0";"3.71";"22";"Fc1cccc2c1CC/C2=C\c1cccnc1";"IC50";"'='";"1811340.09";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL1173260";"";"None";"279.31";"0";"4.18";"10";"Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F";"IC50";"'='";"2693.0";"nM";"5.57";"";"";"UO_0000065";"19.94";"0.36";"1.39";"16.82";"0";"CHEMBL1219275";"Inhibition of human placental CYP19";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212925";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL289116";"ROGLETIMIDE";"2.0";"218.26";"0";"1.17";"5";"CCC1(c2ccncc2)CCC(=O)NC1=O";"Ka app";"'='";"0.28";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL666402";"Apparent inhibitory constant (Ka) for Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123108";"1";"Scientific Literature";"J Med Chem";"1985";"None";"";"";""
"CHEMBL193496";"";"None";"251.33";"0";"3.97";"37";"COc1ccc2c(c1)CCC/C2=C/c1ccncc1";"IC50";"'='";"1010.0";"nM";"6.00";"";"";"UO_0000065";"23.86";"0.43";"2.03";"27.11";"1";"CHEMBL1246069";"Inhibition of aromatase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240479";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL1933691";"";"None";"279.34";"0";"2.80";"20";"O[C@@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL1936458";"Inhibition of human recombinant aromatase assessed as conversion of O-dibenzylfluorescein benzyl ester substrate to fluorescein byproduct at 10 uM by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933061";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL1933700";"";"None";"279.34";"0";"2.80";"35";"O[C@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1";"Ki";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"26.13";"0.47";"4.50";"14.33";"0";"CHEMBL1936457";"Inhibition of human recombinant aromatase assessed as conversion of O-dibenzylfluorescein benzyl ester substrate to fluorescein byproduct by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933061";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL157101";"KETOCONAZOLE";"4.0";"531.44";"1";"4.21";"Ketoconazole";"CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"Ki";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"12.04";"0.24";"2.19";"9.27";"0";"CHEMBL1936457";"Inhibition of human recombinant aromatase assessed as conversion of O-dibenzylfluorescein benzyl ester substrate to fluorescein byproduct by fluorometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1933061";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL1209554";"";"None";"319.43";"0";"2.77";"9";"CC(C)CC1n2cncc2CN(Cc2ccccc2)S1(=O)=O";"Inhibition";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1211865";"Inhibition of human CYP19 at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL1209623";"";"None";"325.46";"0";"2.83";"14";"CC(C)CC1n2cncc2CN(Cc2cccs2)S1(=O)=O";"Inhibition";"'='";"13.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1211865";"Inhibition of human CYP19 at 1 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
